step,wall_time,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,qdot_shoulder_pan,qdot_shoulder_lift,qdot_elbow_flex,qdot_wrist_flex,qdot_wrist_roll,qdot_gripper,qddot_shoulder_pan,qddot_shoulder_lift,qddot_elbow_flex,qddot_wrist_flex,qddot_wrist_roll,qddot_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,load_shoulder_pan,load_shoulder_lift,load_elbow_flex,load_wrist_flex,load_wrist_roll,load_gripper,current_shoulder_pan,current_shoulder_lift,current_elbow_flex,current_wrist_flex,current_wrist_roll,current_gripper
511,1785849419.3774,0.03338,5.8022,-56.0440,64.1758,53.0989,-47.0769,2.1825,-15.8024,-60.5760,31.6049,5.2675,81.6459,0.0000,-631.262,-157.460,-315.879,78.887,157.328,0.000,-200,-650,400,0,900,0,-48,264,-148,-156,-256,0,1,4,0,5,1,0
512,1785849419.4107,0.03337,5.4505,-58.5934,65.5824,54.5934,-44.5275,2.1825,-10.5384,-76.4031,42.1535,44.7880,76.4031,0.0000,157.756,-474.314,316.125,1184.371,-157.119,0.000,-150,-850,500,550,950,0,-128,100,68,-148,-140,0,4,0,4,0,0,0
513,1785849419.4442,0.03341,6.2418,-59.2088,65.8462,55.9121,-42.8571,2.1825,23.6838,-18.4208,7.8946,39.4731,49.9992,0.0000,1024.399,1735.630,-1025.495,-159.097,-790.368,0.000,350,-50,50,350,550,0,-140,52,124,-108,-220,-24,3,1,7,1,3,0
514,1785849419.4775,0.03337,7.9121,-59.3846,65.7582,57.0549,-41.2747,2.1825,50.0544,-5.2689,-2.6344,34.2477,47.4200,0.0000,790.240,394.120,-315.522,-156.586,-77.293,0.000,600,0,-50,350,600,0,-40,220,0,-124,-64,20,0,13,0,0,0,0
515,1785849419.5109,0.03339,8.2637,-60.7912,66.3736,57.7582,-40.5714,2.1825,10.5300,-42.1199,18.4275,21.0600,21.0600,0.0000,-1183.544,-1103.491,630.691,-394.903,-789.340,0.000,150,-450,50,300,250,0,132,352,-196,76,-120,0,6,17,3,2,3,0
516,1785849419.5443,0.03342,7.4725,-63.6044,68.2198,57.5824,-39.5165,2.1825,-23.6732,-84.1715,55.2376,-5.2607,31.5643,0.0000,-1023.372,-1258.198,1101.371,-787.524,314.294,0.000,-350,-1050,650,-100,400,0,168,316,-192,48,-264,-40,3,3,0,0,8,0
517,1785849419.5777,0.03337,6.0659,-66.4176,70.5055,57.4066,-37.1429,2.1825,-42.1510,-84.3020,68.4954,-5.2689,71.1298,0.0000,-553.718,-3.910,397.293,-0.244,1185.648,0.000,-450,-1000,800,0,700,0,-48,292,-156,152,-160,-28,1,5,0,6,0,0
518,1785849419.6111,0.03341,5.8901,-68.8791,72.7033,56.3516,-35.9121,2.1825,-5.2620,-73.6686,65.7756,-31.5723,36.8343,0.0000,1104.008,318.234,-81.398,-787.205,-1026.391,0.000,-50,-800,650,-350,450,0,92,328,-308,260,60,-44,3,9,4,9,2,1
519,1785849419.6445,0.03337,5.9780,-71.9560,75.7802,54.2418,-36.5275,2.3148,2.6347,-92.2159,92.2159,-63.2338,-18.4432,3.9643,236.668,-555.865,792.422,-948.900,-1656.676,118.811,50,-1050,1050,-750,-250,50,180,284,-288,212,196,44,5,2,0,0,6,0
520,1785849419.6779,0.0334,4.3077,-74.5055,79.0330,52.4835,-37.8462,2.3148,-50.0110,-76.3326,97.3899,-52.6432,-39.4824,0.0000,-1576.256,475.559,154.912,317.091,-629.930,-118.695,-400,-950,1050,-700,-450,0,-36,328,-264,36,228,-20,1,7,0,0,5,0
521,1785849419.7113,0.03338,3.9560,-77.4066,81.8462,52.1319,-39.6044,2.3148,-10.5350,-86.9135,84.2798,-10.5350,-52.6749,0.0000,1182.656,-316.992,-392.763,1261.512,-395.231,0.000,-100,-950,950,-100,-600,0,-40,320,-220,-100,196,48,0,5,0,2,2,1
522,1785849419.7447,0.03346,4.7473,-80.2198,84.4835,52.8352,-41.6264,2.2487,23.6491,-84.0855,78.8302,21.0214,-60.4365,-1.9768,1021.753,84.528,-162.887,943.212,-231.993,-59.087,350,-950,900,250,-650,0,112,292,-116,40,192,-24,6,4,0,1,2,0
523,1785849419.7781,0.03335,4.2198,-82.6813,86.4176,52.7473,-43.2967,2.2487,-15.8160,-73.8082,57.9921,-2.6360,-50.0841,0.0000,-1183.344,308.162,-624.820,-709.356,310.411,59.275,50,-850,650,50,-600,0,28,320,-268,100,252,-20,0,7,3,3,4,0
524,1785849419.8115,0.03341,3.7802,-86.0220,88.9670,52.0440,-45.4945,2.2487,-13.1580,-100.0006,76.3163,-21.0528,-65.7899,0.0000,79.567,-784.055,548.522,-551.295,-470.143,0.000,-200,-1150,750,-250,-750,0,-24,280,-296,-40,248,56,0,3,1,1,1,2
525,1785849419.8449,0.0334,4.0440,-88.7473,92.0440,52.3956,-47.7802,2.1825,7.8952,-81.5833,92.1102,10.5269,-68.4247,-1.9799,630.243,551.337,472.804,945.362,-78.875,-59.269,100,-900,1050,150,-750,-50,104,284,-116,-204,224,32,4,2,0,7,3,0
526,1785849419.8782,0.03335,3.9560,-90.7692,94.1538,54.2418,-49.9780,2.1825,-2.6358,-60.6225,63.2583,55.3510,-65.8940,0.0000,-315.736,628.442,-865.032,1343.907,75.874,59.360,-200,-750,700,500,-750,0,112,276,84,-216,256,56,3,5,6,3,5,1
527,1785849419.9116,0.03342,2.7253,-92.8791,94.2418,56.4396,-52.3516,2.1825,-36.8277,-63.1332,2.6305,65.7637,-71.0248,0.0000,-1023.107,-75.125,-1814.132,311.575,-153.526,0.000,-400,-800,-150,700,-750,0,-24,28,180,-328,348,36,1,0,13,6,7,0
528,1785849419.945,0.03338,2.4615,-93.8462,93.4505,59.0769,-55.4286,2.1825,-7.9018,-28.9732,-23.7053,79.0178,-92.1875,0.0000,866.647,1023.464,-789.048,397.105,-634.052,0.000,-50,-350,-300,900,-1000,0,-24,-140,56,-276,300,-24,0,5,0,1,3,0
529,1785849419.9784,0.03341,2.7253,-93.4066,93.2747,61.5385,-58.3297,2.1825,7.8933,13.1555,-5.2622,73.6706,-86.8261,0.0000,472.726,1260.856,551.980,-160.035,160.459,0.000,150,150,-50,850,-1000,0,52,72,48,-256,284,48,0,2,2,3,4,1
530,1785849420.0119,0.03338,2.8132,-93.1429,93.7143,64.3516,-60.8791,2.1825,2.6336,7.9008,13.1680,84.2754,-76.3745,0.0000,-157.565,-157.415,552.118,317.689,313.100,0.000,100,100,100,1150,-800,0,108,212,128,-100,316,-28,3,9,9,0,5,0
531,1785849420.0453,0.03348,2.0220,-94.6374,93.7143,65.4945,-63.6923,2.1825,-23.6348,-44.6434,0.0000,34.1391,-84.0347,0.0000,-784.681,-1569.586,-393.351,-1497.656,-228.822,0.000,-250,-500,0,350,-950,0,36,124,-36,-76,252,52,0,0,0,0,0,1
532,1785849420.0786,0.03332,1.2308,-95.7802,93.6264,66.0220,-66.3297,2.1825,-23.7432,-34.2958,-2.6381,15.8288,-79.1442,0.0000,-3.256,310.520,-79.167,-549.469,146.759,0.000,-250,-300,0,200,-750,0,-32,-136,108,-164,180,36,1,5,4,2,2,0
533,1785849420.112,0.0334,1.2308,-94.9011,93.4505,67.6044,-67.6484,2.1825,0.0000,26.3184,-5.2637,47.3731,-39.4776,0.0000,710.806,1814.618,-78.601,944.347,1187.505,0.000,0,100,-50,500,-450,0,80,-168,140,-44,248,-20,2,1,7,0,5,0
534,1785849420.1454,0.0334,1.2308,-92.9670,93.3626,68.2198,-70.1978,2.1825,0.0000,57.9084,-2.6322,18.4254,-76.3338,0.0000,0.000,945.843,78.790,-866.731,-1103.520,0.000,50,800,-50,150,-800,0,40,20,96,44,280,24,0,0,4,1,3,1
535,1785849420.1787,0.0333,0.5275,-92.9670,93.2747,68.1319,-72.4835,2.1825,-21.1172,0.0000,-2.6396,-2.6396,-68.6309,0.0000,-634.065,-1738.757,-0.224,-632.499,231.287,0.000,-250,0,0,-50,-800,0,-60,100,92,92,264,36,2,2,4,2,6,1
536,1785849420.2121,0.03341,0.6154,-93.9341,93.1868,67.6923,-75.0330,2.1825,2.6315,-28.9467,-2.6315,-13.1576,-76.3140,0.0000,710.882,-866.477,0.243,-314.839,-229.984,0.000,-50,-350,-50,-200,-800,0,-48,-104,-48,104,328,20,1,4,1,3,6,1
537,1785849420.2455,0.03337,1.1429,-93.4945,93.4505,66.9890,-78.0220,2.1825,15.8047,13.1706,7.9023,-21.0729,-89.5598,0.0000,394.707,1261.960,315.626,-237.166,-396.883,0.000,250,50,100,-250,-1000,0,-40,-88,108,164,164,-24,0,1,5,4,0,0
538,1785849420.279,0.03344,1.2308,-92.1758,93.5385,66.0220,-79.5165,2.1825,2.6289,39.4339,2.6289,-28.9182,-44.6918,0.0000,-394.008,785.382,-157.696,-234.607,1341.736,0.000,50,600,0,-300,-350,0,68,108,72,-40,-44,24,1,4,2,1,2,0
539,1785849420.3123,0.03337,1.1429,-92.7912,93.5385,66.2857,-79.6044,2.1825,-2.6346,-18.4421,0.0000,7.9038,-2.6346,0.0000,-157.740,-1734.459,-78.785,1103.499,1260.391,0.000,0,-300,0,-50,-100,0,48,104,-84,-144,-156,-20,0,1,1,3,5,0
540,1785849420.3457,0.03339,0.6154,-94.0220,94.1538,67.3407,-78.4615,2.1825,-15.7959,-36.8572,18.4286,31.5919,34.2245,0.0000,-394.136,-551.466,551.872,709.375,1103.801,0.000,-200,-500,150,300,400,0,-80,-60,-20,-72,-108,-44,1,2,0,0,1,1
541,1785849420.3791,0.0334,0.9670,-93.4945,94.7692,67.8681,-77.4945,2.2487,10.5278,15.7917,18.4237,15.7917,28.9515,1.9801,788.094,1576.231,-0.147,-473.033,-157.866,59.280,100,150,200,100,300,0,-68,60,-28,128,-64,20,1,2,0,5,1,0
542,1785849420.4124,0.03337,1.7582,-93.4945,95.1209,67.1648,-77.1429,2.2487,23.7100,0.0000,10.5378,-21.0756,10.5378,0.0000,395.029,-473.229,-236.316,-1104.797,-551.801,-59.336,400,-50,100,-50,250,0,80,112,-28,188,32,-56,2,4,0,6,0,1
543,1785849420.4459,0.03339,1.1429,-94.7253,95.3846,65.7582,-77.1429,2.3810,-18.4326,-36.8652,7.8997,-42.1316,0.0000,3.9620,-1262.296,-1104.221,-79.019,-630.691,-315.638,118.675,-150,-450,100,-500,0,100,104,160,-64,196,0,44,1,4,1,3,0,1
544,1785849420.4793,0.03342,0.2637,-95.7802,96.0000,64.4396,-77.1429,2.3810,-26.3019,-31.5623,18.4113,-39.4528,0.0000,0.0000,-235.437,158.654,314.492,80.145,0.000,-118.538,-250,-350,150,-400,0,0,-68,152,-176,-32,72,64,1,1,4,2,2,1
545,1785849420.5127,0.03343,0.3516,-97.0989,96.7033,64.6154,-77.4945,2.2487,2.6299,-39.4484,21.0391,5.2598,-10.5196,-3.9570,865.495,-235.913,78.611,1337.580,-314.693,-118.374,100,-450,350,-100,0,-100,-76,56,-100,-164,248,-20,1,0,1,4,9,0
546,1785849420.5461,0.03336,1.1429,-97.7143,97.0549,66.0220,-79.5165,2.2487,23.7140,-18.4443,10.5396,42.1583,-60.6025,0.0000,631.932,629.534,-314.692,1105.918,-1501.082,118.599,250,-300,200,400,-650,0,44,92,0,-168,180,32,0,2,0,2,0,1
547,1785849420.5795,0.0334,1.0549,-97.7143,96.9670,67.5165,-81.2747,2.2487,-2.6321,0.0000,-2.6321,44.7457,-52.6420,0.0000,-788.807,552.224,-394.362,77.468,238.339,0.000,0,50,0,550,-450,0,80,132,-24,-164,152,28,2,4,1,2,3,0
548,1785849420.6129,0.03337,0.5275,-98.8571,96.8791,69.0989,-82.5055,2.2487,-15.8078,-34.2503,-2.6346,47.4235,-36.8849,0.0000,-394.864,-1026.448,-0.076,80.250,472.224,0.000,-200,-450,-50,550,-300,0,68,164,-60,-132,308,-24,0,2,1,0,10,1
549,1785849420.6462,0.03339,0.0879,-100.0000,96.9670,70.4176,-85.0549,2.2487,-13.1643,-34.2272,2.6329,39.4930,-76.3531,0.0000,79.170,0.691,157.756,-237.510,-1182.024,0.000,-150,-350,50,550,-900,0,-48,-40,-24,-36,268,40,1,1,1,0,1,0
550,1785849420.6798,0.03346,0.1758,-100.2637,97.0549,70.9451,-87.5165,2.2487,2.6271,-7.8814,2.6271,15.7628,-73.5599,0.0000,471.907,787.311,-0.171,-709.144,83.470,0.000,0,-150,0,200,-750,0,52,-136,-92,-100,92,-36,1,4,4,2,0,0
551,1785849420.713,0.03328,0.3516,-99.3846,97.0549,72.0000,-88.8352,2.2487,5.2825,26.4127,0.0000,31.6952,-39.6190,0.0000,79.780,1030.346,-78.931,478.679,1019.734,0.000,50,300,0,450,-550,0,80,-56,72,-128,-36,-40,2,0,1,0,0,0
552,1785849420.8302,0.11725,-0.1758,-99.3846,96.6154,73.7582,-89.3626,2.4471,-4.4985,0.0000,-3.7488,14.9950,-4.4985,1.6921,-83.417,-225.259,-31.971,-142.426,299.523,14.431,100,200,0,100,-100,0,48,44,20,-24,24,0,1,1,1,0,0,0
553,1785849420.8636,0.03333,-0.1758,-99.2967,96.6154,73.9341,-89.5385,2.4471,0.0000,2.6380,0.0000,5.2759,-5.2759,0.0000,134.985,79.156,112.488,-291.639,-23.327,-50.776,50,0,0,100,-50,0,-68,-80,-20,92,-76,80,1,3,0,3,1,2
554,1785849420.897,0.03341,-0.1758,-99.2088,96.6154,73.3187,-88.8352,2.2487,0.0000,2.6317,0.0000,-18.4219,21.0536,-5.9396,0.000,-0.187,0.000,-709.406,788.187,-177.805,-50,-50,0,-250,300,-100,-20,-172,68,56,52,40,0,3,3,0,2,0
555,1785849420.9303,0.03336,0.2637,-97.7143,96.5275,73.0549,-88.8352,2.1164,13.1779,44.8049,-2.6356,-7.9067,0.0000,-3.9656,395.070,1264.342,-79.014,315.241,-631.181,59.181,150,500,0,0,50,-50,40,24,60,-52,-24,20,0,1,1,0,0,0
556,1785849420.9637,0.03338,0.4396,-97.1868,96.2637,73.4066,-88.8352,2.1164,5.2679,15.8036,-7.9018,10.5358,0.0000,0.0000,-236.993,-868.908,-157.782,552.557,0.000,118.813,50,-50,-100,200,-50,0,-20,88,96,64,-128,24,0,1,2,2,3,0
557,1785849420.9971,0.03341,0.4396,-98.2418,95.6484,73.0549,-87.9560,2.1164,0.0000,-31.5742,-18.4183,-10.5247,26.3118,0.0000,-157.666,-1418.003,-314.754,-630.334,787.505,0.000,0,-350,-200,-150,300,0,20,52,92,24,60,56,0,0,1,0,1,1
558,1785849421.0305,0.03339,0.2637,-98.4176,95.3846,72.9670,-88.0440,2.1164,-5.2665,-5.2665,-7.8997,-2.6332,-2.6332,0.0000,-157.747,787.996,315.063,236.374,-866.993,0.000,-50,-100,-100,0,-50,0,24,140,-20,-36,-44,36,0,3,0,0,0,0
559,1785849421.0639,0.03339,0.2637,-98.9451,95.4725,73.1429,-88.0440,2.1164,0.0000,-15.7966,2.6328,5.2655,0.0000,0.0000,157.719,-315.356,315.425,236.551,78.860,0.000,0,-250,0,100,0,0,76,-80,32,36,36,20,2,3,1,1,0,0
560,1785849421.0973,0.03341,0.0000,-98.9451,95.4725,73.0549,-88.1319,2.1164,-7.8928,0.0000,0.0000,-2.6309,-2.6309,0.0000,-236.210,472.747,-78.791,-236.319,-78.737,0.000,-50,-300,0,-50,-50,0,32,-136,-36,-36,-88,-28,0,1,1,0,3,0
561,1785849421.1307,0.03339,-0.5275,-97.5385,95.5604,73.3187,-87.5165,2.1164,-15.7990,42.1306,2.6332,7.8995,18.4322,0.0000,-236.807,1261.908,78.869,315.411,630.888,0.000,-200,400,0,150,100,0,-80,60,-88,32,-160,32,1,1,2,0,3,0
562,1785849421.1641,0.03338,-0.1758,-97.6264,96.0000,73.4066,-86.3736,2.1164,10.5358,-2.6339,13.1697,2.6339,34.2413,0.0000,789.019,-1341.196,315.687,-157.762,473.658,0.000,50,-50,100,50,450,0,24,-28,-152,32,64,52,0,0,3,0,2,1
563,1785849421.1975,0.03339,0.2637,-98.1538,96.7033,73.3187,-86.9011,2.1164,13.1641,-15.7969,21.0625,-2.6328,-15.7969,0.0000,78.713,-394.207,236.375,-157.730,-1498.554,0.000,150,-350,250,-50,-250,0,40,36,40,32,68,-40,1,0,1,1,0,0
564,1785849421.2309,0.03338,0.0000,-97.6264,96.7033,73.3187,-87.2527,2.1164,-7.9017,15.8035,0.0000,0.0000,-10.5357,0.0000,-631.149,946.772,-631.049,78.881,157.630,0.000,-100,200,0,0,-200,0,72,40,40,20,-48,32,2,0,1,0,0,1
565,1785849421.2642,0.03338,-0.2637,-97.6264,96.7033,73.3187,-86.9011,2.1164,-7.9016,0.0000,0.0000,0.0000,10.5355,0.0000,0.003,-473.479,0.000,0.000,631.300,0.000,-100,0,0,0,150,0,28,-36,76,-48,80,44,0,1,1,1,2,0
566,1785849421.2977,0.03344,-0.3516,-97.8022,96.5275,73.4945,-87.5165,2.1164,-2.6292,-5.2584,-5.2584,5.2584,-18.4044,0.0000,157.684,-157.264,-157.264,157.264,-865.512,0.000,-50,0,-50,50,-250,0,52,-88,108,28,112,28,0,2,3,0,0,0
567,1785849421.331,0.03337,-0.4396,-97.5385,95.8242,73.4945,-88.3956,2.1164,-2.6347,7.9040,-21.0773,0.0000,-26.3467,0.0000,-0.164,394.468,-474.082,-157.591,-238.023,0.000,0,50,-200,0,-400,0,-48,-40,56,-20,-56,24,2,0,0,0,1,0
568,1785849421.3645,0.03344,-0.5275,-96.9231,95.5604,73.4945,-87.9560,2.1164,-2.6289,18.4024,-7.8867,0.0000,13.1446,0.0000,0.172,313.943,394.450,0.000,1180.942,0.000,-50,250,-50,0,150,0,-28,-64,-44,64,-88,64,0,1,1,2,1,2
569,1785849421.3979,0.03334,-0.5275,-96.3077,95.5604,73.4945,-87.4286,2.1164,0.0000,18.4580,0.0000,0.0000,15.8211,0.0000,78.852,1.667,236.557,0.000,80.281,0.000,0,200,0,0,200,0,80,-168,-44,-24,20,-28,1,4,1,0,1,0
570,1785849421.4312,0.0334,-0.7033,-95.3407,95.8242,73.7582,-87.3407,2.1164,-5.2646,28.9554,7.8969,7.8969,2.6323,0.0000,-157.635,314.317,236.453,236.453,-394.906,0.000,-50,250,100,100,100,0,-40,44,-72,-68,52,32,1,2,0,0,0,0
571,1785849421.4647,0.03346,-0.8791,-94.9011,96.0879,74.2857,-87.6923,2.1164,-5.2549,13.1372,7.8823,15.7646,-10.5097,0.0000,0.291,-472.759,-0.437,235.141,-392.776,0.000,-50,300,50,250,-200,0,20,204,92,100,44,32,0,8,2,3,0,0
572,1785849421.498,0.03331,-0.7033,-96.6593,95.7363,73.9341,-87.9560,2.1164,5.2780,-52.7797,-10.5559,-10.5559,-7.9170,0.0000,316.180,-1978.724,-553.488,-790.102,77.831,0.000,0,-750,0,-150,-50,0,60,20,108,-20,-48,36,1,0,1,0,1,1
573,1785849421.5314,0.03341,-0.7033,-97.0989,95.3846,73.7582,-87.8681,2.1164,0.0000,-13.1582,-10.5265,-5.2633,2.6316,0.0000,-157.995,1186.064,0.881,158.435,315.770,0.000,50,-250,-150,-50,50,0,-44,-136,68,40,-28,60,1,4,3,0,0,1
574,1785849421.5648,0.03335,-1.0549,-95.7802,95.3846,73.9341,-87.5165,2.1164,-10.5457,39.5464,0.0000,5.2729,10.5457,0.0000,-316.259,1580.577,315.684,315.972,237.338,0.000,-100,300,0,50,150,0,-24,-64,20,-40,68,24,0,0,1,0,1,0
575,1785849421.5981,0.0334,-1.1429,-95.5165,95.6484,74.1099,-87.6044,2.1164,-2.6321,7.8964,7.8964,5.2643,-2.6321,0.0000,236.937,-947.618,236.423,-0.257,-394.552,0.000,-100,50,50,0,-50,0,-64,56,-156,-52,44,40,1,0,4,1,0,1
576,1785849421.6315,0.03341,-0.9670,-96.3077,96.3516,74.1099,-87.8681,2.1164,5.2632,-23.6844,21.0528,0.0000,-7.8948,0.0000,236.343,-945.356,393.830,-157.583,-157.535,0.000,50,-300,250,50,-100,0,-28,-36,-48,128,-40,36,0,0,0,3,1,0
577,1785849421.6649,0.03337,-0.4396,-96.2198,96.6154,73.4066,-87.8681,2.1164,15.8054,2.6342,7.9027,-21.0739,0.0000,0.0000,315.893,788.625,-394.036,-631.470,236.564,0.000,200,0,50,-250,-50,0,28,-92,72,-64,32,44,0,1,1,3,0,1
578,1785849421.6983,0.03341,-0.4396,-95.6044,96.6154,73.5824,-88.3956,2.1164,0.0000,18.4187,0.0000,5.2625,-15.7874,0.0000,-473.063,472.434,-236.531,788.258,-472.524,0.000,50,150,0,0,-250,0,52,52,0,-44,64,44,1,0,0,0,1,1
579,1785849421.7318,0.03338,-0.7912,-95.3407,96.6154,73.7582,-88.6593,2.0503,-10.5342,7.9006,0.0000,5.2671,-7.9006,-1.9813,-315.569,-315.085,0.000,0.138,236.262,-59.352,-150,50,0,50,-150,-50,-48,-48,36,36,40,32,1,1,0,0,0,0
580,1785849421.765,0.03337,-0.7912,-95.4286,96.6154,73.6703,-88.9231,1.9841,0.0000,-2.6347,0.0000,-2.6347,-7.9042,-1.9822,315.712,-315.748,0.000,-236.820,-0.108,-0.027,0,-50,0,0,-100,0,24,-64,80,84,-44,64,0,1,2,3,1,1
581,1785849421.7984,0.0334,-0.5275,-94.9011,96.0879,73.3187,-88.7473,1.9841,7.8955,15.7911,-15.7911,-10.5274,5.2637,0.0000,236.370,551.618,-472.741,-236.283,394.211,59.340,50,200,-100,-100,50,0,-28,40,72,24,-48,-24,0,1,1,0,0,0
582,1785849421.8319,0.03341,-0.2637,-94.9011,95.8242,73.5824,-88.4835,1.9841,7.8949,0.0000,-7.8949,7.8949,7.8949,0.0000,-0.018,-472.705,236.370,551.471,78.766,0.000,100,-50,-150,50,50,0,-56,-68,-44,-48,48,40,1,1,1,0,0,0
583,1785849421.8652,0.03337,-0.2637,-94.7253,96.0000,73.7582,-88.7473,1.9841,0.0000,5.2684,5.2684,5.2684,-7.9026,0.0000,-236.564,157.862,394.426,-78.702,-473.357,0.000,0,-50,100,0,-100,0,52,-48,-96,80,-32,-20,1,0,4,1,0,0
584,1785849421.8987,0.0334,-0.2637,-93.9341,96.4396,73.4066,-88.7473,1.9841,0.0000,23.6903,13.1613,-10.5290,0.0000,0.0000,0.000,551.586,236.328,-473.004,236.618,0.000,0,350,150,-150,0,0,56,80,36,68,56,-20,1,1,1,2,0,0
585,1785849421.932,0.03338,-0.6154,-94.5495,96.5275,73.1429,-89.1868,1.9841,-10.5332,-18.4332,2.6333,-7.8999,-13.1666,0.0000,-315.512,-1261.763,-315.354,78.751,-394.390,0.000,-100,-250,0,-100,-200,0,-56,-88,184,-36,20,0,1,2,6,1,0,0
586,1785849421.9654,0.03337,-0.6154,-94.1099,95.5604,73.1429,-89.1868,1.9841,0.0000,13.1713,-28.9769,0.0000,0.0000,0.0000,315.626,947.020,-947.191,236.719,394.532,0.000,-50,-50,-350,0,0,0,-56,-84,64,-60,-32,60,1,0,0,1,0,1
587,1785849421.9989,0.03339,-0.0879,-93.0549,95.3846,73.5824,-89.1868,1.9841,15.7961,31.5921,-5.2654,13.1634,0.0000,0.0000,473.041,551.644,710.082,394.200,0.000,0.000,200,450,-150,100,0,0,52,128,0,-24,-88,-20,1,5,0,0,1,0
588,1785849422.0322,0.0334,0.0000,-93.9341,95.3846,73.6703,-88.9231,1.9841,2.6317,-26.3172,0.0000,2.6317,7.8952,0.0000,-394.085,-1733.560,157.623,-315.274,236.347,0.000,50,-350,0,50,100,0,0,52,76,60,40,20,0,0,3,2,1,0
589,1785849422.0656,0.03337,-0.4396,-94.6374,95.3846,73.2308,-88.7473,1.9841,-13.1718,-21.0749,0.0000,-13.1718,5.2687,0.0000,-473.566,157.090,0.000,-473.566,-78.703,0.000,-150,-500,0,-200,0,0,-68,-88,48,140,24,32,2,2,1,3,0,0
590,1785849422.099,0.03342,-0.3516,-93.9341,95.3846,72.3516,-88.8352,1.9841,2.6309,21.0470,0.0000,-26.3088,-2.6309,0.0000,472.915,1260.552,0.000,-393.142,-236.406,0.000,50,200,0,-350,0,0,20,-60,-20,-48,44,28,0,1,0,2,1,0
591,1785849422.1324,0.03342,0.0879,-93.7582,95.3846,72.4396,-89.1868,1.9841,13.1519,5.2608,0.0000,2.6304,-10.5215,0.0000,314.795,-472.335,0.000,865.877,-236.093,0.000,200,0,0,0,-100,0,72,24,-56,-40,64,20,2,0,0,0,2,0
592,1785849422.1659,0.03338,-0.3516,-93.9341,95.7363,72.7912,-89.4505,1.9841,-13.1696,-5.2679,10.5357,10.5357,-7.9018,0.0000,-788.619,-315.448,315.660,236.851,78.490,0.000,-200,-100,100,100,-200,0,24,64,48,-32,60,32,0,1,2,0,0,0
593,1785849422.1991,0.03333,-0.8791,-94.2857,95.7363,72.9670,-89.8022,1.9841,-15.8274,-10.5516,0.0000,5.2758,-10.5516,0.0000,-79.748,-158.544,-316.136,-157.830,-79.510,0.000,-150,-150,-50,150,-150,0,-20,20,108,-24,-36,28,1,0,3,1,1,0
594,1785849422.2325,0.03341,-0.7912,-94.2857,95.5604,73.0549,-89.8022,1.9841,2.6314,0.0000,-5.2627,2.6314,0.0000,0.0000,552.504,315.828,-157.523,-79.153,315.828,0.000,0,0,-100,0,0,0,-32,-40,-32,-68,-60,20,1,0,0,1,1,0
595,1785849422.2659,0.03337,-0.4396,-94.0220,95.5604,73.4066,-89.6264,1.9841,10.5370,7.9027,0.0000,10.5370,5.2685,0.0000,236.888,236.802,157.695,236.888,157.868,0.000,100,150,0,150,50,0,-72,-48,100,60,-104,-20,1,0,3,2,1,0
596,1785849422.2993,0.03341,-0.0879,-93.4945,95.4725,73.3187,-88.9231,1.9841,10.5251,15.7877,-2.6313,-2.6313,21.0503,0.0000,-0.354,236.005,-78.757,-394.138,472.363,0.000,100,200,-50,-50,250,0,-44,84,60,-20,116,44,0,2,2,0,3,0
597,1785849422.3327,0.03338,0.0879,-94.1099,95.4725,73.4066,-89.7143,1.9841,5.2668,-18.4339,0.0000,2.6334,-23.7008,0.0000,-157.513,-1025.113,78.821,157.705,-1340.523,0.000,100,-150,-50,0,-300,0,76,96,20,-68,52,-32,2,0,1,0,0,0
598,1785849422.366,0.03337,0.0879,-94.8132,95.4725,73.6703,-90.4176,1.9841,0.0000,-21.0749,0.0000,7.9031,-21.0749,0.0000,-157.825,-79.139,0.000,157.910,78.686,0.000,50,-200,0,100,-350,0,76,-92,80,56,-60,24,0,3,1,1,1,0
599,1785849422.3994,0.03341,-0.5275,-94.1978,95.4725,73.4945,-89.9780,1.9841,-18.4177,18.4177,0.0000,-5.2622,13.1555,0.0000,-551.218,1181.962,0.000,-394.020,1024.472,0.000,-250,100,0,-100,100,0,-48,84,28,-56,-44,20,1,3,0,1,0,0
600,1785849422.4329,0.03336,-0.7912,-94.3736,95.4725,73.7582,-89.7143,1.9841,-7.9056,-5.2704,0.0000,7.9056,7.9056,0.0000,315.103,-710.056,0.000,394.707,-157.368,0.000,-200,0,0,50,50,0,-56,72,-28,0,24,32,1,0,0,0,0,0
601,1785849422.4662,0.0334,-0.1758,-94.9890,95.5604,73.6703,-89.8901,1.9841,18.4252,-18.4252,2.6322,-2.6322,-5.2643,0.0000,788.367,-393.867,78.810,-315.510,-394.319,0.000,200,-250,0,-50,-100,0,-20,-20,-76,-52,-112,28,0,0,0,0,2,0
602,1785849422.5863,0.12012,-0.0879,-96.3956,95.3846,74.6374,-88.6593,1.9841,0.7319,-11.7098,-1.4637,8.0505,10.2461,0.0000,-147.295,55.905,-34.098,88.932,129.123,0.000,50,0,0,50,0,0,-24,28,72,0,20,32,0,0,3,0,0,0
